FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITYDATA COMPLETENESS BETWEEN 2013-2018,
chittagong-124a-bgd-uhslc,Chittagong,124A,BGD,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,22.247,91.825,Unspecified,2007-07-01 0:00,2018-12-07 0:00,12,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,94.59
marseille-824a-fra-uhslc,Marseille,824A,FRA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu,Systeme d'Observation du Niveau des Eaux Littorales (SONEL)  Centre Littoral de Geophysique (CLDG)  Universite de La Rochelle  France in collaboration with Service Hydrographique et Oceanographique de la Marine (SHOM)  France ,Unspecified,Unspecified,43.278,5.353,Unspecified,1849/11/01 09:00:00,2018-12-31 23:00,118,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,94.51
ile_royale-850a-fra-uhslc,Ile_Royale,850A,FRA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu,Systeme d'Observation du Niveau des Eaux Littorales (SONEL)  Centre Littoral de Geophysique (CLDG)  Universite de La Rochelle  France in collaboration with Service Hydrographique et Oceanographique de la Marine (SHOM)  France ,Unspecified,Unspecified,5.285,-52.585,Unspecified,1989-05-16 11:00,2018-12-31 23:00,14,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,94.5
whitby-whi-gbr-cmems,Whitby,Whi,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_706,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,54.483299,-0.61667001,Unspecified,1990-01-01 2:00,2021-01-31 23:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,94.42
hanimaadhoo-117b-mdv-uhslc,Hanimaadhoo,117B,MDV,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,6.767,73.173,Unspecified,2002-09-18 8:00,2018-12-31 23:00,17,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,94.32
ustka-ust-pol-cmems,Ustka,Ust,POL,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_187,instacco@ifremer.fr,Institute of Meteorlogy and Water Management (IMWM),www.imgw.pl,cmems-service@smhi.se,54.588001,16.8538,Unspecified,2005-03-02 7:10,2020-12-17 6:00,12,0,BHS77,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,94.29
cocos-171a-aus-uhslc,Cocos,171A,AUS,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, 1992\u2013present National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia in collaboration with National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA; 1985\u20131992  Commonwealth Scientific and Industrial Research Organisation (CSIRO)  Division of Oceanography  Australia,Unspecified,Unspecified,-12.117,96.892,Unspecified,1985-12-11 7:00,2018-12-31 23:00,34,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,94.09
bremer_bay-bbbre01-aus-bom,Bremer_Bay,BBBRE01,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Western Australia Department of Transport,https://www.transport.wa.gov.au,contact.centre@transport.wa.gov.au,-34.424792,119.398732,GDA,1998-09-11 2:15,2019-12-31 15:55,22,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,93.86
sciacca-sci-ita-ispra,Sciacca,SCI,ITA,ISPRA,Instituto Superiore per la Protezione e la Ricerca Ambientale (Higher Institute for Environmental Protection and Research),https://mareografico.it,retemareografica@isprambiente.it,Instituto Superiore per la Protezione e la Ricerca Ambientale (Higher Institute for Environmental Protection and Research),https://mareografico.it,retemareografica@isprambiente.it,37.22120833,13.07645556,Unspecified,2012-06-21 13:40,2021-05-10 9:40,10,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,93.85
durban-181a-zaf-uhslc,Durban,181A,ZAF,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, South Africa Navy Hydrographic Office (SANHO)  South Africa ,Unspecified,Unspecified,-29.867,31.05,Unspecified,1970-09-30 22:00,2018-12-31 21:00,43,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,93.48
galway_port-gal-irl-mi_c,Galway_Port,GAL,IRL,MI_C,Marine Institute,https://erddap.marine.ie/erddap/tabledap/IrishNationalTideGaugeNetwork.html,datarequests@marine.ie,Marine Institute,https://erddap.marine.ie/erddap/tabledap/IrishNationalTideGaugeNetwork.html,datarequests@marine.ie,53.269,-9.048,Unspecified,2007-03-15 18:48,2021-09-16 15:25,15,0,Malin Ordnance Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,93.48
easter-022c-chl-uhslc,Easter,022C,CHL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Servicio Hidrografico y Oceanografico de la Armada (SHOA)  CHL ,Unspecified,Unspecified,-27.155,-109.473,Unspecified,1970-04-02 7:00,2018-12-31 23:00,47,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,93.36
gdansk-gda-pol-cmems,Gdansk,Gda,POL,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_062,instacco@ifremer.fr,Institute of Meteorlogy and Water Management (IMWM),www.imgw.pl,cmems-service@smhi.se,54.3997,18.698099,Unspecified,2005-03-02 7:10,2020-12-17 6:00,12,0,BHS77,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,93.26
saipan-028b-usa-uhslc,Saipan,028B,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,15.227,145.742,Unspecified,1978-09-19 1:00,2018-12-31 23:00,40,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,93.02
leava-501-fra-refmar,Leava,501,FRA,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,-14.296023,-178.160225,Unspecified,1986-07-11 12:00,2019-07-01 15:00,11,0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,92.81
marina_di_campo-mar-ita-ispra,Marina_di_Campo,MAR,ITA,ISPRA,Instituto Superiore per la Protezione e la Ricerca Ambientale (Higher Institute for Environmental Protection and Research),https://mareografico.it,retemareografica@isprambiente.it,Instituto Superiore per la Protezione e la Ricerca Ambientale (Higher Institute for Environmental Protection and Research),https://mareografico.it,retemareografica@isprambiente.it,42.74263333,10.23833333,Unspecified,2011-07-21 12:50,2021-05-10 7:40,11,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,92.68
stornoway-sto-gbr-cmems,Stornoway,Sto,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_691,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,58.216702,-6.3833299,Unspecified,1990-01-01 2:00,2021-01-31 23:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,92.67
christiansted_vi-258a-usa-uhslc,Christiansted_VI,258A,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,17.75,-64.705,Unspecified,2006-02-24 15:00,2018-12-31 23:00,13,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,92.66
leith-lei-gbr-bodc,Leith,LEI,GBR,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,55.989833,-3.181694,UK National Grid ,1981-01-01 0:00,2021-07-31 23:45,33,0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,92.63
port_welshpool_pier-60590-aus-bom,Port_Welshpool_Pier,60590,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and Gippsland Ports,https://www.gippslandports.vic.gov.au,Unspecified,-38.7,146.4667,GDA,1977-03-08 1:00,2019-12-31 23:00,22,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,92.11
magueyes_island_pr-246a-usa-uhslc,Magueyes_Island_PR,246A,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,17.972,-67.047,Unspecified,1954-12-04 4:00,2018-12-31 23:00,60,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,91.9
weymouth-wey-gbr-cmems,Weymouth,Wey,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_705,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,50.607899,-2.4465001,Unspecified,1991-01-30 20:00,2021-01-31 23:00,31,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,91.83
qui_nhon-381b-vnm-uhslc,Qui_Nhon,381B,VNM,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,13.775,109.255,Unspecified,2007-10-19 10:00,2018-12-31 4:00,12,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,91.79
rangiroa-78-fra-refmar,Rangiroa,78,FRA,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,-14.945817,-147.706021,Unspecified,1966-09-19 10:00,2019-04-30 17:00,13,0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,91.65
le_havre-4-fra-refmar,Le_Havre,4,FRA,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,49.481892,0.10598,Unspecified,1938-01-04 0:00,2021-01-01 0:00,58,0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,91.64
nauru-004b-nru-uhslc,Nauru,004B,NRU,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-0.532,166.91,Unspecified,1993-07-08 1:00,2018-12-31 23:00,26,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,91.55
harvest_oil_p_ca-594a-usa-uhslc,Harvest_Oil_P_CA,594A,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,34.468,-120.673,Unspecified,1992-05-14 4:00,2018-12-31 23:00,22,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,91.52
charlottetown-1700-can-meds,Charlottetown,1700,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,46.23,-63.12,Unspecified,1911-04-01 5:00,2021-04-06 13:00,102,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,91.45
timaru-665a-nzl-uhslc,Timaru,665A,NZL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Land Information New Zealand  New Zealand ,Unspecified,Unspecified,-44.383,171.25,Unspecified,1987-03-01 22:00,2018-12-31 11:00,25,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,91.42
pointe_pitre-272a-fra-uhslc,Pointe_Pitre,272A,FRA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Meteo-France  Direction Interregionale Antilles-Guyane  France in collaboration with Service Hydrographique et Oceanographique de la Marine (SHOM)  France ,Unspecified,Unspecified,16.225,-61.532,Unspecified,1983-01-04 4:00,2018-12-31 23:00,25,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,91.41
henslung_cove-9958-can-meds,Henslung_Cove,9958,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,54.19,-133,Unspecified,1983-06-09 15:00,2021-02-01 7:00,17,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,90.78
pohnpei-001c-fsm-uhslc,Pohnpei,001C,FSM,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,6.978,158.197,Unspecified,2001-12-16 6:00,2018-12-31 23:00,18,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,90.56
immingham-imm-gbr-cmems,Immingham,Imm,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_639,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,53.633301,-0.18333,Unspecified,1990-01-01 2:00,2021-01-31 23:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,90.36
albany-62120-aus-bom,Albany,62120,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and Western Australian Department of Transport,https://www.transport.wa.gov.au,contact.centre@transport.wa.gov.au,-35.0337,117.8926,GDA,1960-05-31 16:00,2019-12-31 23:00,55,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,90.31
tubuai-113-fra-refmar,Tubuai,113,FRA,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,-23.341768,-23.341768,Unspecified,2009-05-19 1:00,2019-03-03 22:00,11,0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,89.56
ballyglass-bal-irl-cmems,Ballyglass,Bal,IRL,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_599,instacco@ifremer.fr,Marine Institute (Ireland),http://www.marine.ie/ http://www.puertos.es,kieran.lyons@marine.ie cmems-service@puertos.es,54.252998,-9.8900003,Unspecified,2008-05-01 1:00,2020-10-23 21:00,13,0,Ordnance Datum Malin Head,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,89.53
tubuai_60minute-tub-fra-cmems,Tubuai_60minute,Tub,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_575,instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),http://refmar.shom.fr/en,cmems-service@ifremer.fr,-23.34177,-149.47554,Unspecified,2009-05-19 1:00,2019-03-03 22:00,11,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,89.52
lembar-419a-idn-uhslc,Lembar,419A,IDN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,-8.732,116.072,Unspecified,2008-09-22 8:00,2018-12-24 17:00,10,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,89.49
centuri-807-fra-refmar,Centuri,807,FRA,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,42.965775,9.349833,Unspecified,2010-10-21 9:00,2021-01-01 0:00,12,0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,89.19
lombrum_manus_is-400a-png-uhslc,Lombrum_Manus_Is,400A,PNG,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-2.037,147.375,Unspecified,1994-09-29 1:00,2018-12-31 23:00,25,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,89.09
barmouth-bar-gbr-cmems,Barmouth,Bar,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_602,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,52.716702,-4.03333,Unspecified,1991-10-11 0:00,2021-01-31 23:00,30,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,88.73
mare-418-fra-refmar,Mare,418,FRA,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,-21.5478,167.8771,Unspecified,1982-10-26 3:00,2020-02-05 4:00,13,0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,88.49
rincon_del_san_jose-8777812-usa-noaa,Rincon_Del_San_Jose,8777812,USA,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,26.825,-97.491694,Unspecified,2012-01-01 1:00,2021-07-31 23:00,10,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,88.19
sandown_pier-sdp-gbr-cco,Sandown_Pier,SdP,GBR,CCO,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,50.65112,-1.15317,UK National Grid ,2006-06-01 0:00,2021-02-28 23:50,16,0,Ordnance Datum Newlyn (ODN),Rosemount WaveRadar REX,Unspecified,-99.9999,Coastal,No obvious issues,88.15
fishguard-fis-gbr-cmems,Fishguard,Fis,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_623,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,52.016701,-4.9833298,Unspecified,1990-01-01 2:00,2021-01-31 23:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,87.7
north_shields-nsh-gbr-bodc,North_Shields,NSH,GBR,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,55.007444,-1.439778,UK National Grid ,1946-01-01 0:00,2021-07-31 23:45,68,0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,87.56
port_alberni_bc-8575-can-meds,Port_Alberni_BC,8575,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,49.23,-124.81,Unspecified,1970-12-03 9:00,2021-02-01 7:00,39,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,87.54
rothera-832a-gbr-uhslc,Rothera,832A,GBR,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Oceanography Centre (NOC)  United Kingdom ,Unspecified,Unspecified,-67.567,-68.133,Unspecified,2002-12-23 19:00,2018-09-06 7:00,17,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,87.12
liverpool-liv-gbr-cmems,Liverpool,Liv,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_651,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,53.450001,-3.01667,Unspecified,1991-08-02 17:00,2021-01-31 23:00,31,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,86.89
bullen_bay-878a-cuw-uhslc,Bullen_Bay,878A,CUW,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,12.187,-69.02,Unspecified,2013-10-16 17:00,2018-12-31 23:00,6,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,86.82
wick-wic-gbr-bodc,Wick,WIC,GBR,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,58.440972,-3.086389,UK National Grid ,1965-01-01 0:00,2021-07-31 23:45,56,0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,86.51
holyhead-hol-gbr-bodc,Holyhead,HOL,GBR,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,53.313944,-4.620417,UK National Grid ,1964-01-01 0:00,2021-07-31 23:45,51,0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,86.1
kronstadt-kro-rus-cmems,Kronstadt,Kro,RUS,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_112,instacco@ifremer.fr,NWAHEM,www.nodc.meteo.ru,cmems-service@smhi.se,59.966702,29.75,Unspecified,2005-10-20 0:00,2020-12-17 7:00,16,0,BHS77,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,85.51
daugavgriva-dau-lva-cmems,Daugavgriva,Dau,LVA,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_046,instacco@ifremer.fr,Latvian Environment Geology and Meteorology Agency (LEGMA),www.meteo.lv,cmems-service@smhi.se,57.049999,24.016701,Unspecified,2005-01-27 9:00,2020-12-17 7:00,15,0,BHS77,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,85.49
bitung-033a-idn-uhslc,Bitung,033A,IDN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,1.438,125.19,Unspecified,1986-12-14 6:00,2018-12-31 23:00,23,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,85.42
stillaguamish_river_near_stanwood_wa-12170300-usa-usgs,Stillaguamish_River_Near_Stanwood_Wa,12170300,USA,USGS,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,stalke@calpoly.edu,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,https://answers.usgs.gov,48.21121,-122.337374,NAD27,2013-10-01 7:00,2021-04-06 18:00,9,0,USGS Station Datum (see USGS station webpage for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,85.19
